tt0059014,8,nm0736864,composer,""
tt0059014,9,nm0401727,cinematographer,director of photography
tt0059014,10,nm0450890,editor,""
tt0059015,1,nm0000052,actor,""
tt0059015,2,nm0514059,actress,""
tt0059015,3,nm0577867,actress,""
tt0059015,4,nm0758066,actor,""
tt0059015,5,nm0598102,director,""
tt0059015,6,nm0408488,writer,story and screenplay
tt0059015,7,nm0769249,writer,story and screenplay
tt0059015,8,nm0346096,writer,story and screenplay
tt0059015,9,nm0759480,writer,story and screenplay
tt0059015,10,nm0147599,writer,story and screenplay
tt0059017,1,nm0000404,actress,""
tt0059017,2,nm0001511,actor,""
tt0059017,3,nm0130286,actor,""
tt0059017,4,nm0382722,actor,""
tt0059017,5,nm0799033,director,""
tt0059017,6,nm0628305,writer,screenplay
tt0059017,7,nm0682757,writer,screenplay
tt0059017,8,nm0151949,writer,based on a novel by
tt0059017,9,nm0372959,producer,producer
tt0059017,10,nm0006030,composer,""
tt0059022,1,nm0768334,actor,""
tt0059022,2,nm0771268,actress,""
tt0059022,3,nm0001306,actor,""
tt0059022,4,nm0551102,actor,""
tt0059022,5,nm0880618,director,""
tt0059022,6,nm0079748,writer,""
tt0059022,7,nm0203766,writer,screenplay
tt0059022,8,nm0675728,writer,screenplay
tt0059022,9,nm0881979,writer,novel
tt0059022,10,nm0475219,producer,producer
tt0059025,1,nm0056761,actor,""
tt0059025,2,nm0740270,actor,""
tt0059025,3,nm0123221,actor,""
tt0059025,4,nm0320091,actor,""
tt0059025,5,nm0788170,composer,""
tt0059025,6,nm0065616,cinematographer,""
tt0059025,7,nm0291071,cinematographer,""
tt0059025,8,nm0005867,cinematographer,""
tt0059025,9,nm0671313,editor,""
tt0059028,1,nm0766163,actor,""
tt0059028,2,nm0790659,actress,""
tt0059028,3,nm0534867,actor,""
tt0059028,4,nm0619758,actor,""
tt0059028,5,nm0439253,director,""
tt0059028,6,nm0683495,writer,novel
tt0059028,7,nm0755421,writer,dialogue
tt0059028,8,nm0411332,producer,producer
tt0059028,9,nm0006005,composer,""
tt0059028,10,nm0058936,cinematographer,""
tt0059029,1,nm0224395,actress,""
tt0059029,2,nm0955495,actor,""
tt0059029,3,nm0849327,actress,""
tt0059029,4,nm0157378,actor,""
tt0059029,5,nm0497379,director,""
tt0059029,6,nm0699700,writer,story Nie Xiaoqian in book Liaozhai Zhiyi
tt0059029,7,nm0911099,writer,""
tt0059029,8,nm2343037,producer,producer
tt0059029,9,nm0156886,composer,""
tt0059029,10,nm1842626,composer,""
tt0059032,1,nm0873101,actor,""
tt0059032,2,nm0106384,actress,""
tt0059032,3,nm0176328,actor,""
tt0059032,4,nm0289257,actor,""
tt0059032,5,nm0106387,director,""
tt0059032,6,nm0947377,producer,producer
tt0059032,7,nm0006214,composer,""
tt0059032,8,nm0005783,cinematographer,""
tt0059032,9,nm0524621,editor,""
tt0059032,10,nm0952963,production_designer,""
tt0059036,1,nm0198941,actor,""
tt0059036,2,nm0523791,actress,""
tt0059036,3,nm0022264,actor,""
tt0059036,4,nm0302624,actor,""
tt0059036,5,nm0182913,director,""
tt0059036,6,nm0698782,writer,story
tt0059036,7,nm0652811,writer,screenplay
tt0059036,8,nm0723039,writer,screenplay
tt0059036,9,nm0248349,writer,screenplay
tt0059036,10,nm0345409,writer,screenplay
tt0059037,1,nm0000537,actor,""
tt0059037,2,nm0000268,actress,""
tt0059037,3,nm0000064,actor,""
tt0059037,4,nm0001500,actor,""
tt0059037,5,nm0422484,director,""
tt0059037,6,nm0422270,writer,novel The Cincinnati Kid
tt0059037,7,nm0488057,writer,screenplay
tt0059037,8,nm0816143,writer,screenplay
tt0059037,9,nm0710388,producer,producer
tt0059037,10,nm0006277,composer,""
tt0059039,1,nm0860471,actor,""
tt0059039,2,nm0236860,actress,""
tt0059039,3,nm0370821,actor,""
tt0059039,4,nm0588071,actress,""
tt0059039,5,nm0554249,director,""
tt0059039,6,nm0037734,writer,story
tt0059039,7,nm0128845,writer,""
tt0059039,8,nm0442200,producer,producer
tt0059039,9,nm0096360,cinematographer,""
tt0059039,10,nm0937332,editor,""
tt0059043,1,nm0000654,actor,""
tt0059043,2,nm0002058,actress,""
tt0059043,3,nm0913332,actress,""
tt0059043,4,nm0198090,actor,""
tt0059043,5,nm0943758,director,""
tt0059043,6,nm0288826,writer,novel
tt0059043,7,nm0463385,writer,screenplay
tt0059043,8,nm0542970,writer,screenplay
tt0059043,9,nm0816143,writer,""
tt0059043,10,nm0454167,producer,producer
tt0059044,1,nm0643071,actor,""
tt0059044,2,nm0174325,actress,""
tt0059044,3,nm0912460,actress,""
tt0059044,4,nm0259540,actress,""
tt0059044,5,nm0504496,director,""
tt0059044,6,nm0293354,producer,producer
tt0059044,7,nm0802419,editor,""
tt0059044,8,nm0249093,actor,""
tt0059044,9,nm0356089,actor,""
tt0059044,10,nm3834792,actor,""
tt0059045,1,nm0593192,actor,""
tt0059045,2,nm0870362,actor,""
tt0059045,3,nm0744351,actor,""
tt0059045,4,nm0689541,actor,""
tt0059045,5,nm0000878,director,""
tt0059045,6,nm0767890,director,""
tt0059045,7,nm0508771,writer,dialogue
tt0059045,8,nm0526876,writer,dialogue: English version
tt0059045,9,nm0800547,writer,screenplay
tt0059045,10,nm0800548,writer,screenplay
tt0059049,1,nm0272794,actor,""
tt0059049,2,nm0148974,actor,""
tt0059049,3,nm0323022,actress,""
tt0059049,4,nm0307491,actor,""
tt0059049,5,nm0173728,director,""
tt0059049,6,nm0345363,writer,novel
tt0059049,7,nm0073053,writer,screenplay
tt0059049,8,nm0207401,writer,screenplay
tt0059049,9,nm0054748,writer,dialogue
tt0059049,10,nm0006007,composer,""
tt0059050,1,nm0021691,actress,""
tt0059050,2,nm0674742,actor,""
tt0059050,3,nm0797531,actress,""
tt0059050,4,nm0681566,actor,""
tt0059050,5,nm0002020,director,""
tt0059050,6,nm0418469,writer,novel
tt0059050,7,nm0220497,producer,producer
tt0059050,8,nm0006177,composer,""
tt0059050,9,nm0869673,cinematographer,""
tt0059050,10,nm0309950,editor,""
tt0059051,1,nm0542063,actor,""
tt0059051,2,nm0643642,actress,""
tt0059051,3,nm0308523,actor,""
tt0059051,4,nm0195895,actor,""
tt0059051,5,nm0195140,director,""
tt0059051,6,nm0728271,director,""
tt0059051,7,nm0744185,director,""
tt0059051,8,nm0531431,writer,story and screenplay
tt0059051,9,nm0778633,writer,story and screenplay
tt0059051,10,nm0284503,writer,screenplay
tt0059063,1,nm0237244,actress,""
tt0059063,2,nm0904076,actor,""
tt0059063,3,nm0711003,actress,""
tt0059063,4,nm0033014,actor,""
tt0059063,5,nm0538445,director,""
tt0059063,6,nm0691349,writer,co-writer
tt0059063,7,nm0073961,composer,""
tt0059063,8,nm0677700,cinematographer,""
tt0059063,9,nm0626421,editor,""
tt0059063,10,nm0904327,editor,""
tt0059065,1,nm0000763,actor,""
tt0059065,2,nm0779285,actress,""
tt0059065,3,nm0601476,actor,""
tt0059065,4,nm0461594,actor,""
tt0059065,5,nm0554249,director,""
tt0059065,6,nm0925011,writer,story
tt0059065,7,nm0956571,writer,screenplay
tt0059065,8,nm0322046,producer,producer
tt0059065,9,nm0763053,producer,producer
tt0059065,10,nm0235127,composer,""
tt0059076,1,nm0002046,actor,""
tt0059076,2,nm0048468,actor,""
tt0059076,3,nm0336500,actress,""
tt0059076,4,nm0715972,actress,""
tt0059076,5,nm0789033,director,""
tt0059076,6,nm0189171,writer,written by
tt0059076,7,nm0486228,writer,concept and characters
tt0059076,8,nm0513621,producer,producer
tt0059076,9,nm0663838,producer,producer
tt0059076,10,nm0006286,composer,""
tt0059079,1,nm0155607,actress,""
tt0059079,2,nm0398944,actor,""
tt0059079,3,nm0157378,actor,""
tt0059079,4,nm0509599,actor,""
tt0059079,5,nm0002254,director,""
tt0059079,6,nm0788243,writer,""
tt0059079,7,nm0788411,producer,producer
tt0059079,8,nm0955766,composer,""
tt0059079,9,nm0632739,cinematographer,""
tt0059079,10,nm0156963,editor,""
tt0059080,1,nm0298576,actor,""
tt0059080,2,nm0456417,actress,""
tt0059080,3,nm0945597,actor,""
tt0059080,4,nm0879761,actor,""
tt0059080,5,nm0950633,director,""
tt0059080,6,nm0847177,writer,screenplay
tt0059080,7,nm0291078,producer,producer
tt0059080,8,nm0619207,producer,producer
tt0059080,9,nm0756876,producer,producer
tt0059080,10,nm0945676,composer,""
tt0059083,1,nm0000558,actor,""
tt0059083,2,nm0725052,actor,""
tt0059083,3,nm0580603,actress,""
tt0059083,4,nm0337872,actor,""
tt0059083,5,nm0366314,director,""
tt0059083,6,nm0528530,writer,written by
tt0059083,7,nm0481963,producer,producer
tt0059083,8,nm0006277,composer,""
tt0059083,9,nm0912860,cinematographer,director of photography
tt0059083,10,nm0930515,editor,""
tt0059084,1,nm0001046,actress,""
tt0059084,2,nm0001958,actor,""
tt0059084,3,nm0002131,actor,""
tt0059084,4,nm0897808,actor,""
tt0059084,5,nm0772259,director,""
tt0059084,6,nm0710698,writer,screenplay
tt0059084,7,nm0417830,writer,idea
tt0059084,8,nm0006023,composer,""
tt0059084,9,nm0383429,cinematographer,director of photography
tt0059084,10,nm0164083,editor,""
tt0059085,1,nm0524308,actor,""
tt0059085,2,nm0178560,actor,""
tt0059085,3,nm0586393,actor,""
tt0059085,4,nm0680317,actor,""
tt0059085,5,nm0838725,director,""
tt0059085,6,nm0309633,writer,screenplay
tt0059085,7,nm0787894,writer,original idea
tt0059085,8,nm0071461,producer,producer
tt0059085,9,nm0196598,cinematographer,director of photography
tt0059085,10,nm0832173,editor,""
tt0059087,1,nm0409869,actor,""
tt0059087,2,nm0047687,actress,""
tt0059087,3,nm0276216,actor,""
tt0059087,4,nm0366359,actor,""
tt0059087,5,nm0124253,director,""
tt0059087,6,nm0326260,writer,story and screenplay
tt0059087,7,nm0088174,producer,producer
tt0059087,8,nm0115960,composer,""
tt0059087,9,nm0586399,cinematographer,director of photography
tt0059087,10,nm0893900,actress,""
tt0059090,1,nm0682726,actor,""
tt0059090,2,nm0043308,actor,""
tt0059090,3,nm0315639,actress,""
tt0059090,4,nm0677860,actress,""
tt0059090,5,nm0691255,director,""
tt0059090,6,nm0187135,writer,story
tt0059090,7,nm0135318,composer,""
tt0059090,8,nm0409576,cinematographer,""
tt0059090,9,nm6161965,editor,""
tt0059090,10,nm0650436,production_designer,""
tt0059093,1,nm0355246,actor,""
tt0059093,2,nm0504460,actor,""
tt0059093,3,nm0183011,actress,""
tt0059093,4,nm0355256,actor,""
tt0059093,5,nm0484824,director,""
tt0059093,6,nm0347406,cinematographer,director of photography
tt0059093,7,nm0005936,cinematographer,director of photography
tt0059093,8,nm0487279,editor,""
tt0059094,1,nm0000071,actor,""
tt0059094,2,nm0003104,actor,""
tt0059094,3,nm0424318,actress,""
tt0059094,4,nm0138955,actress,""
tt0059094,5,nm0467396,director,""
tt0059094,6,nm0352053,writer,novel Erasmus With Freckles
tt0059094,7,nm0425913,writer,""
tt0059094,8,nm0437900,writer,""
tt0059094,9,nm0463334,producer,producer
tt0059094,10,nm0006052,composer,""
tt0059095,1,nm0000052,actor,""
tt0059095,2,nm0000266,actress,""
tt0059095,3,nm0553349,actress,""
tt0059095,4,nm0709951,actor,""
tt0059095,5,nm0677880,director,""
tt0059095,6,nm0790533,writer,story The Seventh Victim
tt0059095,7,nm0346096,writer,screenplay
tt0059095,8,nm0759480,writer,screenplay
tt0059095,9,nm0280919,writer,screenplay
tt0059095,10,nm0002759,writer,screenplay collaboration
tt0059096,1,nm0121826,actor,""
tt0059096,2,nm0001948,actor,""
tt0059096,3,nm0001076,actress,""
tt0059096,4,nm0137999,actor,""
tt0059096,5,nm0321143,director,""
tt0059096,6,nm0799875,writer,written by
tt0059096,7,nm0436044,producer,producer
tt0059096,8,nm0006301,composer,""
tt0059096,9,nm0005668,cinematographer,director of photography
tt0059096,10,nm0000832,actress,""
tt0059100,1,nm0843213,actor,""
tt0059100,2,nm0637643,actor,""
tt0059100,3,nm0336500,actress,""
tt0059100,4,nm1064352,actress,""
tt0059100,5,nm0173806,director,""
tt0059100,6,nm0265596,writer,original story and screenplay
tt0059100,7,nm0086773,producer,producer
tt0059100,8,nm0272026,composer,""
tt0059100,9,nm0005932,cinematographer,""
tt0059100,10,nm0517109,editor,""
tt0059101,1,nm0750968,actor,""
tt0059101,2,nm0309470,actress,""
tt0059101,3,nm0626259,actor,""
tt0059101,4,nm0321407,actor,""
tt0059101,5,nm0546672,director,""
tt0059101,6,nm0604342,writer,story
tt0059101,7,nm0717999,writer,story
tt0059101,8,nm0296812,producer,producer
tt0059101,9,nm0006164,composer,""
tt0059101,10,nm0005822,cinematographer,""
tt0059104,1,nm0744351,actor,""
tt0059104,2,nm0171851,actress,""
tt0059104,3,nm0049766,actor,""
tt0059104,4,nm0103430,actor,""
tt0059104,5,nm0546672,director,""
tt0059104,6,nm0801586,writer,screenplay
tt0059104,7,nm0277730,writer,screenplay
tt0059104,8,nm0717999,writer,screenplay
tt0059104,9,nm0936254,writer,based on a story by
tt0059104,10,nm0006164,composer,""
tt0059106,1,nm0000845,actress,""
tt0059106,2,nm0694619,actress,""
tt0059106,3,nm0891092,actor,""
tt0059106,4,nm0442332,actor,""
tt0059106,5,nm0621469,director,""
tt0059106,6,nm0558577,writer,screenplay
tt0059106,7,nm0086419,writer,novel Nightmare
tt0059106,8,nm0385573,producer,producer
tt0059106,9,nm0430737,composer,""
tt0059106,10,nm0406471,cinematographer,director of photography
tt0059108,1,nm0100186,actor,""
tt0059108,2,nm0000020,actor,""
tt0059108,3,nm0002094,actor,""
tt0059108,4,nm0320760,actress,""
tt0059108,5,nm0160108,director,""
tt0059108,6,nm0515491,director,""
tt0059108,7,nm0950109,director,""
tt0059108,8,nm0459801,director,""
tt0059108,9,nm0100410,writer,dialogue
tt0059108,10,nm0127670,writer,""
tt0059112,1,nm0000013,actress,""
tt0059112,2,nm0001792,actor,""
tt0059112,3,nm0045968,actress,""
tt0059112,4,nm0266949,actor,""
tt0059112,5,nm0506589,director,""
tt0059112,6,nm0742051,writer,screenplay
tt0059112,7,nm0106764,writer,screenplay
tt0059112,8,nm0265535,writer,play
tt0059112,9,nm0577455,producer,producer
tt0059112,10,nm0742162,producer,producer
tt0059113,1,nm0001725,actor,""
tt0059113,2,nm0001046,actress,""
tt0059113,3,nm0001036,actress,""
tt0059113,4,nm0001768,actor,""
tt0059113,5,nm0000180,director,""
tt0059113,6,nm0664985,writer,novel Doctor Zhivago
tt0059113,7,nm0004122,writer,screenplay
tt0059113,8,nm0690638,producer,producer
tt0059113,9,nm0003574,composer,""
tt0059113,10,nm0002875,cinematographer,director of photography
tt0059114,1,nm0312575,actor,""
tt0059114,2,nm0302837,actress,""
tt0059114,3,nm0187584,actor,""
tt0059114,4,nm0011732,actor,""
tt0059114,5,nm0275034,director,""
tt0059114,6,nm0824216,writer,story
tt0059114,7,nm0006073,composer,""
tt0059114,8,nm0781106,cinematographer,""
tt0059114,9,nm0957233,editor,""
tt0059116,1,nm0049975,actor,""
tt0059116,2,nm0709951,actor,""
tt0059116,3,nm0181305,actress,""
tt0059116,4,nm0512523,actress,""
tt0059116,5,nm0063383,director,""
tt0059116,6,nm0744017,director,""
tt0059116,7,nm1223636,writer,novel
tt0059116,8,nm0703368,writer,screenplay
tt0059116,9,nm0093257,producer,producer
tt0059116,10,nm0744021,composer,""
tt0059124,1,nm0001637,actor,""
tt0059124,2,nm0000811,actor,""
tt0059124,3,nm0382722,actor,""
tt0059124,4,nm0366537,actress,""
tt0059124,5,nm0851537,director,""
tt0059124,6,nm0393094,director,""
tt0059124,7,nm0880493,writer,screenplay
tt0059124,8,nm0442099,writer,screenplay
tt0059124,9,nm0629839,writer,story
tt0059124,10,nm0382384,writer,screenplay
tt0059125,1,nm0000489,actor,""
tt0059125,2,nm0001088,actor,""
tt0059125,3,nm0564759,actor,""
tt0059125,4,nm0398102,actress,""
tt0059125,5,nm0005711,director,""
tt0059125,6,nm0836988,writer,screenplay
tt0059125,7,nm0742278,producer,producer
tt0059125,8,nm0527534,composer,""
tt0059125,9,nm0401727,cinematographer,director of photography
tt0059125,10,nm0175036,editor,""
tt0059126,1,nm0001088,actor,""
tt0059126,2,nm0145321,actor,""
tt0059126,3,nm0511614,actress,""
tt0059126,4,nm0867964,actress,""
tt0059126,5,nm0281865,director,""
tt0059126,6,nm0622334,writer,based on the B.B.C. television serial
tt0059126,7,nm0836988,writer,screenplay
tt0059126,8,nm0628285,writer,original concept
tt0059126,9,nm0924256,writer,""
tt0059126,10,nm0742278,producer,producer
tt0059127,1,nm0000489,actor,""
tt0059127,2,nm0791176,actress,""
tt0059127,3,nm0445139,actor,""
tt0059127,4,nm0560022,actor,""
tt0059127,5,nm0279807,director,""
tt0059127,6,nm0762727,writer,screenplay
tt0059127,7,nm0385573,writer,from an idea by
tt0059127,8,nm0831290,writer,based on characters created by
tt0059127,9,nm0450862,producer,producer
tt0059127,10,nm0002302,composer,""
tt0059130,1,nm0289960,actor,""
tt0059130,2,nm0409049,actor,""
tt0059130,3,nm0666842,actress,""
tt0059130,4,nm0721073,actor,""
tt0059130,5,nm0800547,director,""
tt0059130,6,nm0176420,writer,story
tt0059130,7,nm0893764,writer,story
tt0059130,8,nm0813147,writer,story
tt0059130,9,nm0162572,writer,""
tt0059130,10,nm0479821,writer,screenplay
tt0059137,1,nm0677860,actress,""
tt0059137,2,nm0638378,actor,""
tt0059137,3,nm0016842,actress,""
tt0059137,4,nm0691482,actress,""
tt0059137,5,nm0684596,director,""
tt0059137,6,nm0586122,writer,""
tt0059137,7,nm0135257,composer,""
tt0059137,8,nm0404802,cinematographer,""
tt0059137,9,nm0619320,editor,""
tt0059137,10,nm0409568,production_designer,""
tt0059139,1,nm0000851,actor,""
tt0059139,2,nm0894949,actress,""
tt0059139,3,nm0938754,actor,""
tt0059139,4,nm0315188,actor,""
tt0059139,5,nm0331964,director,""
tt0059139,6,nm0562015,writer,novel
tt0059139,7,nm0105899,producer,producer
tt0059139,8,nm7137333,composer,""
tt0059139,9,nm0742370,composer,""
tt0059139,10,nm0555937,cinematographer,""
tt0059143,1,nm0936295,actor,""
tt0059143,2,nm0152361,actor,""
tt0059143,3,nm0221491,actor,""
tt0059143,4,nm0642046,actress,""
tt0059143,5,nm0038895,director,""
tt0059143,6,nm0203766,writer,screenplay
tt0059143,7,nm0504087,writer,with
tt0059143,8,nm0090014,writer,with
tt0059143,9,nm0829435,producer,producer
tt0059143,10,nm0006109,composer,""
tt0059152,1,nm0593369,actor,""
tt0059152,2,nm0312575,actor,""
tt0059152,3,nm0080602,actress,""
tt0059152,4,nm0599539,actress,""
tt0059152,5,nm0128764,director,""
tt0059152,6,nm0220383,writer,screenplay
tt0059152,7,nm0654839,writer,Spanish adaptation
tt0059152,8,nm0778644,writer,screenplay
tt0059152,9,nm0290002,composer,""
tt0059152,10,nm0005645,cinematographer,""
tt0059159,1,nm0620154,actor,""
tt0059159,2,nm0434553,actress,""
tt0059159,3,nm0633997,actress,""
tt0059159,4,nm0944902,actress,""
tt0059159,5,nm0651915,director,""
tt0059159,6,nm0945212,writer,novel Kan no naka no etsuraku
tt0059159,7,nm2893508,producer,producer
tt0059159,8,nm0950630,composer,""
tt0059159,9,nm0847015,cinematographer,""
tt0059159,10,nm0594389,editor,""
tt0059160,1,nm0603402,actress,""
tt0059160,2,nm0048939,actor,""
tt0059160,3,nm0514059,actress,""
tt0059160,4,nm0898376,actor,""
tt0059160,5,nm0521334,director,""
tt0059160,6,nm0153777,writer,novel
tt0059160,7,nm0124947,writer,adaptation
tt0059160,8,nm0428056,writer,adaptation
tt0059160,9,nm0354623,producer,producer
tt0059160,10,nm0354624,producer,producer
tt0059162,1,nm0000489,actor,""
tt0059162,2,nm0338210,actor,""
tt0059162,3,nm0297293,actor,""
tt0059162,4,nm0233312,actress,""
tt0059162,5,nm0789033,director,""
tt0059162,6,nm0869935,writer,screenplay
tt0059162,7,nm0737544,writer,characters
tt0059162,8,nm0924083,composer,""
tt0059162,9,nm0829101,cinematographer,director of photography
tt0059162,10,nm0517109,editor,""
tt0059163,1,nm0005244,actress,""
tt0059163,2,nm0333497,actor,""
tt0059163,3,nm0194653,actor,""
tt0059163,4,nm0944400,actor,""
tt0059163,5,nm0386706,director,""
tt0059163,6,nm0184202,writer,""
tt0059163,7,nm0735172,writer,play
tt0059163,8,nm0305099,producer,producer
tt0059163,9,nm0735362,producer,producer
tt0059163,10,nm0323473,composer,""
tt0059164,1,nm0167070,actor,""
tt0059164,2,nm0349429,actress,""
tt0059164,3,nm0007023,actor,""
tt0059164,4,nm0002817,actress,""
tt0059164,5,nm0657239,director,""
tt0059164,6,nm0168746,writer,screenplay
tt0059164,7,nm0557980,writer,""
tt0059164,8,nm0759453,writer,screenplay
tt0059164,9,nm0895937,writer,screenplay
tt0059164,10,nm0906661,composer,""
tt0059168,1,nm0544786,actor,""
tt0059168,2,nm0000086,actor,""
tt0059168,3,nm0218634,actress,""
tt0059168,4,nm0245934,actor,""
tt0059168,5,nm0402161,director,""
tt0059168,6,nm0853404,director,co-director
tt0059168,7,nm0816232,writer,novels
tt0059168,8,nm0019855,writer,novels
tt0059168,9,nm0354677,writer,adaptation
tt0059168,10,nm0288218,writer,adaptation
tt0059170,1,nm0766100,actress,""
tt0059170,2,nm0354486,actress,""
tt0059170,3,nm0931186,actress,""
tt0059170,4,nm0055274,actor,""
tt0059170,5,nm0000540,director,""
tt0059170,6,nm0602803,writer,screenplay
tt0059170,7,nm0583102,producer,producer
tt0059170,8,nm0770908,cinematographer,director of photography
tt0059171,1,nm0226887,actress,""
tt0059171,2,nm0502651,actor,""
tt0059171,3,nm0002046,actor,""
tt0059171,4,nm0863446,actor,""
tt0059171,5,nm0146068,director,""
tt0059171,6,nm0028777,writer,screenplay
tt0059171,7,nm0742754,producer,producer
tt0059171,8,nm0386610,composer,""
tt0059171,9,nm0402831,composer,""
tt0059171,10,nm0440517,composer,""
tt0059172,1,nm0319834,actress,""
tt0059172,2,nm0070946,actress,""
tt0059172,3,nm0554505,actor,""
tt0059172,4,nm0273888,actor,""
tt0059172,5,nm0033005,director,""
tt0059172,6,nm0840779,writer,screenplay
tt0059172,7,nm0032998,producer,producer
